"","p_cntrl7291","p_cncr8189","p_cntrl2338","p_cncr4009","p_cncr4149","p_cncr8106","p_cncr7486","p_cncr3370","p_cntrl7734","p_cncr4167","p_cntrl3474","p_cncr7831","p_cntrl3963","p_cncr7735","p_cncr5687","p_cncr8514","p_cntrl9441","p_cncr4667","p_cntrl1189","p_cntrl5569","p_cncr3070","p_cncr7179","p_cncr9820","p_cntrl1085","p_cntrl2636","p_cncr5196","p_cncr8934","p_cncr2543","p_cncr8186","p_cncr2876"
"00100001010110101110",140,0,3850,0,0,0,1,7,0,0,55879,0,122,0,0,0,111379,3,2,8988,0,0,0,11663,14059,372,716,0,8,11254
"00010001100110110010",3322,48334,6334,4257,1230917,108416,15784,16345,12843,116291,21914,148080,275491,42793,81205,130935,12316,1377683,2874156,3841,114385,13179,103610,258975,34027,67042,21153,10710,13545,902800
"11011111100100110000",274155,3130938,5466,2898,531061,4413296,3893,25966,1348669,20808,731329,228,1555405,13558316,694603,55516,2284,24681,1375664,1061,6627484,58498,1006,142510,26474,1367,6440,527013,1701860,54689
"10101001111110101011",1993,8680,72310,20667685,905651,665202,90351,255081,5712,786332,55802,68294,43853,13399,48334,721166,1037,14263,83770,195403,11211,2552,2938,683,3668146,80186,210395,11439,180652,906261
"00001011000010011101",2,1,909,11,19,91,1,0,38,142,1235,11,3,0,360,71,662,82666,12,2443,0,3,137,2422420,23725,12996,610,3,47,448937
"00100110010001010011",3838,3355,201432,21930,973,4129,394621,5809,33982,369507,1777857,1352390,11565,287,62126,979,45205165,496773,28730,415629,2119,5974762,248779,6461,611101,435968,549,508451,91091,693066
"00011000001001100110",83484,1362623,9083,210198,4276580,73,21508,19229,18022,2340,346319,13183,355137,310,53636,5640,1098,452785,257068,1080690,68074,66813,1961362,19324,134939,1228974,2760424,5200,36951,312880
"10111001110001100100",1222,0,4708,2,18,0,1,9,6,0,1640563,0,24842,0,0,0,377,1,23,1014,1,0,0,92,2282,8,3,1,438,604
"01010110001000010110",657377,54626,51382,344,82410,4444,105174,3183,1393119,1240,293898,100264,47030,12740,418821,413,74442,126674,161996,358860,77333,157779,433812,3789711,29419,13655,83786,30140,5014,8698
"10010111001101011000",308,8,8,426,40,3,59,2,1,5,287,0,0,6,440,1,7886,37114,0,367,5,83,8,84995,32171,3343241,4600,17,12738,150643
"11000111000010001111",8,3,228,64,40,8,11,4,723,1,3892,2,7,1,50,2,818,10691,9,257,25,1,615,2368255,83482,141333,1082,13,21,42386
"11110111111111000111",196,0,8,0,0,0,0,0,0,0,3863,0,0,0,0,0,12420,0,0,6,0,0,0,18945,4111,115,0,0,0,106
"00010100100101011111",160749,306130,13129,49768,204852,5785,257762,3217,14253,111641,50278,118549,40220,49249,20286,113579,4737432,1816702,273804,1615842,2308,98897,488506,1311504,436429,145469,6833,98567,4453,101293
"10010110011110100010",210226,175905,4673,50081,772687,995,38758,24348,6157,992397,78437,2677,8483,1024,79466,16518,6481,824987,5352,36283,308626,29771,180764,94854,295612,25788075,384165,67939,9149,361817
"00100101010100011001",31,0,64,817,7,17,3,0,1,579,91,7,0,4,20,343,128605,12558,0,3481,0,3,39,348899,211317,3443517,138,3,292,6499602
"00111100110011111001",3665,288950,30461,56588,48520,8796,1333,266716,8684,12444368,337263,869478,9583,1430,347983,66673343,549760,2737500,112024,1711698,1403,89103,1061518,918,98782,111415,17,3178622,30124,5903036
"00001101110110010001",229,3,27,2695,3835,238,1,0,18,53444,298,7,1,1,86,1226,2497,28833,66,108,0,0,2,1178143,20018,25984,1,3,54,3039903
"11001010111110011010",18689,19403,16295,59260,71063,23036421,14199873,934682,25094,219609,770409,22677,1978456,91890,2385930,235107,15565,101956,110525,7946,161396,432243,613,226358,117587,1593,121258,13847,1119589,155711
"10000111001110100111",44848,80498,393803,230916,474741,9074,2841,697,66297,402699,14346,4366,11163,1000,47651,358,5213,45829,240991,132976,14055,1087,124507,330390,5540786,199988,726989,33693,4321,19024
"00001100001100100101",2463965,1998767,73623,156743,2607762,2893,396,466,48051,2498510,6238,11872,4862,6970,48376,79999,12825,35401,76248,2193906,266,762,156387,4039899,1942076,113375,1660270,14636,3497,120304
"00110011101001101110",625,0,873,0,0,0,33,33,0,0,3804258,0,267,0,0,0,40843,16,4,6938,1,0,0,198,1731,31,735,0,80,17
"01010110111001000001",33447021,1323039,43326,11835,54489,1543,1445662,718914,201364,31742,226347,917,4824,1305,457037,18046,1356169,1031443,5631,15308,381608,35341,20962,160173,25860,91124,104,32360754,867,2491
"11110100010100001011",226190,66918,51844,38633,37950,6383,332397,89055,476485,9464,34320,115620,9360,3585746,35567,192772,935772,7050,992,661162,35034,69100,146176,160196,1162593,3572081,21640,63610,10237,1287520
"11011110011010011000",203958,537468,67716,744,55336,100344,60334,503032,635266,245297,200909,4873,33455,210517,23099441,297733,14705,44095,3113,244575,89313,197606,52454,63668,11125,5827,5257,429035,58349,188500
"10000101100101010111",19,2,29,31749,2176,6,74,0,34,15,1038,0,58,0,7,1,3221,16825,683,122,1,7,25,940521,671763,108788,92,4,2356,120281
"01101101110011000010",57,4,13,37087,1164,54,15,253,10,8,46299,12,13,0,7,24,1378,10209,168,24,12,53,15,1483,8222,116339,1,2,1020,4366118
"01111001101110000111",88,0,11,0,0,0,0,0,0,0,476,0,0,0,0,0,669,0,0,42,0,0,0,372858,777,2,0,0,0,663
"01101111100010101000",9075,702980,62824,1509,12049,14235515,1276,17040147,36702,24137,1829134,31854,40468,1115046,58790,342975,13190,76977,184353,6788,480785,80162,28161,4328,20857,1181,13190,770910,64560,102459
"01100111011111100111",41210,0,20388,14,0,0,0,1,0,0,185401,0,10,0,3,0,10945193,1,11,7114,0,0,0,5173,46840,77,0,0,11,344
"10111000001101000101",67943,0,182310,1,11,0,2,0,30,0,5527,0,263,0,6,0,137841,0,1,146168,0,0,0,29400,50701,8,59,0,74,599
"11111001001001010110",1,0,6,0,0,0,0,0,0,0,10971,0,1,0,0,0,307,0,0,72,0,0,0,2467,526,2,0,0,83,1914
"01001111011110001000",8638,15,11,1332,85,264,4,136,1,326,834,0,0,3,239,86,1632,14609,0,130,0,1,2,529123,7844,522984,1180,1,130,654826
"01110001110011010111",1,0,12,0,0,0,0,0,0,0,5717,0,0,0,0,0,44213,1,0,9,0,0,0,31779,322,11,0,0,0,2266
"01110111010100000111",344,0,3,0,0,0,0,0,0,0,7037,0,0,0,0,0,67290,0,0,35,0,0,0,624643,1299,1273,0,0,0,792
"11001101001011000000",347,125,102,2638,3442,4,6,32,146,3,434,0,7,3,1194,1,176,529,9,39,14,7,25,27195,10978,20182,150,5,2996,424835
"00110001000100111000",2975,32617,45977,926,5617,63073,2781,41959,1581,8934,4349,23927,4620,1494222,78291,486193,110363,145670,5528,207078,2138,103614,290321,55975,173431,739583,662054,16374,172698,3457267
"00010011111111010111",303,0,66,26040,398,2,56,0,1,168,644,1,1,0,65,9,3233,2066326,60,324,1,2,8,608803,96878,2294247,4,2,23,110903
"00101111111000100101",23735,0,9770,1,3,0,0,0,11,0,2421464,0,46,0,0,0,8081,0,12,13845,0,0,0,1157,4950,1,6,2,9,15
"11001111011100001111",2351,3,18,96905,388,30,35,1,51,14,7363,0,2,1,48,3,163,1343,2,2174,1,0,1,540322,399486,714277,9815,0,533,72906
"00000001101111000101",734,5,668,11163,1702,3,15,1,1,45,9,0,1,0,18,18,1630,110184,22,86,0,0,24,5572153,251505,217254,152,4,9,43951
"11010000101111100000",344330,4210549,30323,23541,834566,5601,214722,1549742,13746,4412,3773,64,390498,13836,953677,363109,13041,428123,81323,713,1352367,39139,93051,565953,158681,140405,17704,642815,73723,80830
"01110111111101010010",2100,0,3,24146,55,29,193,6,1,2,11740,0,0,0,34,2,31510,63808,13,50,7,115,1,16415,22105,1719058,4,2,5916,229270
"00111001000010100110",159,0,9656,0,20,0,0,1,28,0,354759,0,1598,0,1,0,1695,0,64,22161,0,0,0,1772,843,8,80,0,6,6651
"00111010101011101100",1359,0,5208,0,1,0,1,71,0,0,1183352,0,260,0,3,0,26175,33,2,16998,0,0,0,1382,964,4,60,1,33,141
"00111100010000010011",21903,12267,67734,17424,408626,3817,9955,847,2496967,737314,462539,19658985,15740,27059,100887,57838,261595,18988,64819,9043797,4412,200810,173006,9606,107823,116350,744,22970,11131,6337854
"00101101100100011000",25,1,8,627,279,4026,3,3,1,57,1274,1,1,364,7,397,2118,4183,9,400,0,47,1,99769,24077,18381,1707,1,9093,2473024
"01000000001100111101",61291,69653,131133,4355,4375,11724,21955,7425,21223,43708,1841,33625,19176,13351,1934184,875597,424407,237619,39603,624780,37,1149,749006,73511172,1784438,35226,1194706,24737,20383,73184
"11001000110000101110",3070,934850,2774,111096,637857,90363,1157299,2578150,174213,1681,9582357,524771,91383077,84545,18820,2177156,81,184745,827751,13910,589884,27166,442618,105738,195429,29081,2236975,51215,248601,121138
"11101101110001101111",516,0,1269,40,1,0,6,25,50,0,22421369,0,15047,0,1,0,49857,0,101,7598,0,0,0,73,14502,1,1,1,809,307
"11000101100010100100",20853,5413079,226163,2665,1274751,86963,3335,340389,1010132,4374,37413,27169,2035979,196682,36210,78234,262,41250,3927797,824,356649,2888,1715338,604812,99660,1227,12337,1130909,6391,10767
"11011101111000000110",3753,17,3,36445,265313,3,53,4,1079,0,17192,1,68,2,13,9,0,1266,93,180,264,0,8,68152,8511,74878,391,1,192,31617
"11011011110010001001",65,19,57,67,273,117,38,280,649,8,8310,0,23,3,514,1572,37,35953,2,19,1576,1,4,169447,3504,56548,11,225,38,119904
"10010010011010100111",9839,37719,246427,19550,336514,80,41432,5654,210687,96062,99167,185189,78018,5,167225,20934,617,1603298,31783,330990,200185,3489,3460357,238558,935170,4201404,124431,280551,516,44826
"11110011100000000110",1,0,4,0,0,0,0,0,0,0,77580,0,2,0,0,0,78,0,0,0,0,0,0,107485,207,6,1,0,1,34
"11010011101100110100",244634,179534,86335,4171,152918,385291,49282,13404,134704,577,28271,340,831598,50670,550992,17057,413,107832,765369,1970,733632,12872,6650,2631322,207998,3700,130649,217716,240853,2271
"11111011101011101100",1428,0,20396,0,1,0,1,315,6,0,1149235,0,3467,0,20,0,2170,1,10,1294,3,0,0,264,1192,0,11,2,485,36
"11011010001101001111",1227403,836674,143475,229774,88512,11552,891944,41228,218275,805,167632,258,249431,43642,671482,2907,63201,27222,12151,1087309,334026,168280,11409,367895,1353749,158250,806367,18961,87174,34921
"00100011100000100100",269,0,14456,0,0,0,2,4,2,0,1093146,0,1859,0,0,0,10168,4,16,139,0,0,0,23765,1736,1,326,2,23,17
"11001111001000100011",52651,292116,30563,97853,392575,29113,25679,16746,18119708,8412,1976930,668,233343,113031,1253745,141,2810,1919,294786,39761,1425861,2328,6513,8755,242020,5232,349551,171995,260096,14201
"01011000000000001000",265754,6282310,27076,70,121337,29820,94097,2374495,812339,799,77467,13252,195718,19021881,520290,483200,22274,36857,2503,89708,522143,136057,260848,865526,4758,24301,678752,57229,6673,420070
"01110011101110101011",40683,7422,79011,27320,12626,391377,40783,914174,12643,5476,40997,12894,2356,16727,156057,81214,122872,259416,42506,42301,330192,3021,6747,45281,312627,119839,31929,81395,4048,38760
"00010000111100011100",975715,81204,26271,10116,261100,37295,997142,44630,864,92049,3913,84684,14990,17094,52067,4191264,13899,1786491,6705,365409,776,32455,90607,6436855,114781,123317,315848,29561,2963,42896
"11100010001001011000",1860,16537,1041737,867,121,132295,8023301,1318149,26140,147,117440,746,132935,80481,4093369,2660,1201363,30237,1987,39112,53773,31049487,60128,23249,364519,6379,288570,850188,13645687,47033
"11001100010111111111",7705,675536,27142,2399742,50241,12101,5757,18259,39899,3680084,273081,206690,946387,4727,1080677,1515841,362211,189794,1413027,841626,121,19950,1485964,135002,3686342,155749,1464,16607,438446,7698479
"01010011000101100101",1751468,3038890,330604,6401,6567,2629,2072,27175,37926,1751,19606,464,32855,3891,134772,6875,288991,762641,65892,13753,47441,9023,202307,2203949,454146,1053000,6803,336108,3535,35720
"10111111100001110100",449,0,4634,0,2,0,0,0,32,0,10004290,0,11443,0,2,0,7469,1,189,1983,1,0,0,171,1369,0,1,5,4514,113
"00001111101011001000",192,42,11,1223,404,90,25,311,0,59,7555,0,0,0,68,10,785,135471,2,86,21,21,4,7570,3009,36035,818,39,431,49128
"10001101001001011100",24,21,45,6325,842,3,10,1,8,4,1074,0,7,2,243,4,83,2412,7,5270,0,21,108,20608,59186,28189,10308,2,28320,217978
"00111011001011011111",0,0,21,0,0,0,0,0,0,0,9880,0,0,0,0,0,22997,0,0,3316,0,0,0,1666,621,14,0,0,1,2193
"10101011000000001100",0,0,18,0,0,0,0,0,0,0,22805,0,0,0,0,0,76,0,0,20,0,0,0,17486,744,6,140,0,5,500
"10001010101001000111",28940,206898,320090,415580,1247624,25640,6695962,12027,547684,4627,2029137,5214,5114255,469,58728,321,2627,70268,650133,82726,2324914,384973,7982,39390,1099555,3207,420236,316752,110669,2694
"01010100100110010010",271491,195613,9068,607,1001003,208501,90904,29842,362411,88896,27811,339920,170015,1080004,209537,135849,746765,244923,1282961,6566,141172,103465,87541,9688120,14349,7055,934,22730,3261,398150
"10110101101101110100",8230,0,4121,1,8,0,1,0,1,0,21068,0,314,0,2,0,42217,0,36,3866,0,0,0,2457,13223,2,6,0,1589,93
"11110000100000100101",852,0,26278,0,2,0,2,1,2178,0,118513,0,16039,0,2,0,12787,0,19,794,2,0,0,470531,6050,1,6,10,8,40
"11010111000011100100",108003,18602187,392327,1408,53106,1744,709,287382,252367,1158,103085,432,228467,10232,224203,3089,5337,264872,204635,4610,1240912,68030,5025787,61949,73745,130613,1932,2754609,11687,31257
"10001010100101011110",2777,211007,23258,77883,58514,3408925,6478160,36603,5076,11104,3373537,9112,26627728,105319,33512,12648,27679,433424,699619,35318,238108,20208170,7590,155400,740537,6022,1988430,22835,7527743,95297
"11101100001100100001",318961,369488,213354,155700,302859,35619,2395,7366,1131961,66386,11892,1842,18838,508164,457010,62089,33316,515,29463,224735,10828,9135,11781,182910,4032407,24346,202373,62894,490737,386000
"11001001110000001000",33,31,6,501,768,279,674,955,90,0,11551,0,317,127,55,779,8,4353,3,5,185,4,4,108677,4548,25628,2639,15,2869,216328
"10010011111110100011",58510,29055,31864,336212,1245553,17341,218080,34603,30201,358865,47245,3073,36751,400,117012,23971,1340,634850,63187,5733,1559955,1114,4945,32389,481666,961239,22943,303673,3302,30046
"01000110100000100100",201092,3123736,20926,201,38610,59922,19634,258365,142315,3855,1241230,44420,553318,18273,10586,54059,10867,1663037,573381,1486,649721,39384,815694,9126958,51779,10287,118492,3320785,4389,2637
"00101101100100001001",173,5,28,2458,592,540,2,3,6,84,555,1,0,142,2,364,3311,2376,2,877,1,2,1,144314,88505,94381,1244,4,242,778652
"01001010011000011011",24083,7197,32912,9707,3956,130701,3785614,100467,472989,94717,2010386,221963,93949,9732,8070765,22479,461822,93488,14029,641629,6079,52955,9194,158411,72062,6859,106468,30302,80131,119063
"10100110000101011000",4509,87086,227987,2377,401,306921,345661,56106,1443,30887,70970,958,20364,924213,82838,6910,10938618,84239,1480,82731,8653,98742266,61308,41266,1331083,148865,245782,493022,7768828,564615
"10100011101110010100",0,0,77,0,0,0,0,0,0,0,266,0,0,0,0,0,447,0,0,1,0,0,0,585057,2778,1,1,0,3,92
"01000010010100000111",764647,48717,234482,9017,8815,25416,587355,12069,118755,24180,137093,691941,140436,2252,20637,7240,548636,346657,33295,27969,11009,36397,77306,50170941,1023142,594448,87702,15379,803,63780
"00001101000110000111",256,8,96,5692,14888,8,0,0,56,595,254,12,1,1,5,6,563,4451,98,2446,0,0,66,3883952,143580,389538,746,0,6,2579767
"11011100000100010101",1716306,2856354,504804,2494,1362257,33387,1662,190,43013742,62899,7848,28354,392688,3833901,1140626,118911,36850,2140,301394,634068,11564,23566,77015,26425627,423830,2617,3294,41510,18879,262400
"00001010010101100011",46137,273483,5892,677212,24407,5096,109605,25431,2650,1707836,2486071,13805,172591,196,50329,17554,651803,2561659,41418,40515,20096,157955,23679,39789,985762,10945115,104921,37153,131215,2480053
"01101111000000101001",20788,381435,155262,2312,1711,407385,673,467777,460438,15287,980103,14368,6227,1309298,181311,35549,174116,11295,15683,195903,37471,17159,43434,7918,141207,11379,48121,695653,64356,140627
"00101001111111001010",38,0,10,906689,765,138,214,253,0,47,1833,1,1,0,5,117,841,37647,3,346,0,36,1,1198,81804,2223891,1174,0,2928,6629493
"10011110111111011011",150547,117784,12714,1333818,432328,91329,967379,33378,15271,12640607,453210,2786,29658,4179,1496348,125315,369615,542329,40045,651934,47819,231385,2427,6561,288919,62667,811,307366,115557,232474
"10110101110100001100",35,0,1,0,0,0,0,0,0,0,815,0,0,0,0,0,283,0,0,14,0,0,0,68867,962,373,1,0,0,574
"00101111011011010101",6,0,89,0,0,0,0,0,0,0,4821,0,0,0,0,0,42899,0,0,459,0,0,0,2858,1256,5,0,0,0,1583
"11000000011001010011",9993,13776,162427,139394,24879,816,34391612,26778,1219708,7605,87678,24285,1036864,1321,8510348,1840,752273,29832,64229,50273,6796,124566,128249,77969,613852,31667,4869,156677,480176,141902
"00010001000111111110",2388,195344,25484,32696,42351,3663,3981,30348,343,29988,12422,48955,71258,5487,95464,81780,113808,3944079,375252,322416,744,53245,7028015,86622,250023,1962058,97762,2420,29925,3528236
"11111110101000100100",33063,0,2874,0,9,0,1,3,397,0,4045356,0,3562,0,3,0,921,0,16,1959,14,0,0,16806,1258,0,53,3,172,10
"01011000100011001111",66556,2455163,123212,17331,612356,14898,147141,995361,615489,4219,305583,446537,1357008,17440,171791,517924,68807,504137,910428,311438,258400,39882,756529,281185,48892,7556,1538,87251,725,133007
"00111010111000011000",34400,11158,48263,2367,23719,787381,756837,520879,7992,46196,811079,120597,15726,19465,231016,855873,10957,379538,2881,475499,91673,2057716,4025,6842,19877,11150,58557,275300,114257,98210
"11110101010010011011",2,0,94,278,44,2,7,3,781,7,1034,45,1,3,422,148,5167,3288,3,2384,1,3,545,26398,38170,795227,2,7,182,6392092
"11100001001101101010",5058,42569,35766,1616683,8100,29446,970007,2051018,1647,75,34621,178,90987,389838,115934,1995,78684,6680,13365,25436,25178,185332,41009,1846,3016094,722000,8504866,6825,14480900,440242
"11110010111000000100",45062,0,34989,0,1,0,224,15,86,0,437850,0,2569,0,2,0,4620,0,1,399,5,0,0,108130,1360,1,17,4,13,5
"11100001001000001000",9,1,239,98,26,15,249,134,35,0,152,0,2,49,120,7,140,354,0,100,13,13,38,99622,54059,125758,101998,4,4637,129741
"10010111011001101110",70800,651509,5895,866307,97244,146,148777,267158,2167,2778,1384419,422,22714,901,24008,1153,1504,865416,6623,464449,101828,39786,1449803,507,306078,15854028,983110,322931,67427,20439
"01011101111110100010",6978067,993259,1171,1750473,32275112,87759,5140,426909,33491,452877,128173,12076,25496,59211,116414,249196,1332,66608,861942,13625,96642,544,5102,18572,19983,82954,3227,5151,5324,393070
"00011000100010000111",38213,457199,275908,3934,22361613,12400,21391,7627,3398109,72002,100319,7961702,876094,4581,22530,160470,1720,241041,2000874,340117,567658,11825,444625,1228905,55253,6614,9916,31709,67,117571
"00101100010010010100",1055,0,60387,0,2,0,0,0,15,1,144593,1,327,0,3,0,221170,0,11,58021,0,0,0,38199,1186,0,1,0,11,9794
"11110110101011010000",51190,91570,878082,976,23231,100983,244147,338477,303437,3075,85715,1943,63041,15043,2327659,7871,276061,71709,95029,9073,1629587,8121511,38764,19757,54942,1218,101,8131367,292608,18510
"11111110010110000110",56672,0,11853,0,4,0,1,1,92,0,1264647,0,1610,0,1,0,57000,0,4,5943,0,0,0,61830,3562,13,3,0,17,3075
"10010110010111101000",91585,7803368,7547,9953,11585,1422,18634,1411708,239,1099816,70186,206,8355,8382,92448,792470,240665,9818710,481,21612,77018,427273,1556627,37337,219233,81480330,34709,2488204,31353,1417124
"01011001011010011111",63,0,67,2360,774,2,4,1,198,19,790,52,2,0,2142,266,144,16606,22,23837,0,0,163,429247,12453,115899,38,0,15,1330845
"11101100101110010111",3955,0,52825,1,25,0,3,0,1088,0,73268,0,3734,0,20,0,254471,0,684,21193,0,0,0,251992,29177,0,1,0,141,256
"11110000010000100110",401,0,2251,0,1,0,7,3,135,0,1138900,0,23572,0,1,0,5457,1,5,2072,1,0,0,33639,4431,159,92,0,45,1368
"00010001010111101110",36391,723678,13284,448216,102054,677,9922,528571,63,57159,21717,46842,22929,996,8852,271667,25410,7704862,28980,176992,1300,15551,7400382,25408,299705,83869024,100958,3766,2558,3834290
"01101011110111000101",54,0,50,0,0,0,0,0,0,0,6718,0,0,0,0,0,31460,0,0,1,0,0,0,128739,1585,6,0,0,0,1108
"00101010000001010000",2088,52189,721516,703,2011,257420,83176,41100,20930,15513,807188,44552,240138,13395,249215,2917,820749,111664,35715,65851,35068,125007694,35856,11733,98348,7895,33570,119871,2722296,1125379
"10000101111000111001",4848,66080,15615,110364,138198,18677,265653,56328,81206,779043,50438,6505,24499,38204,699896,382390,6689,99302,36002,87800,2276,565,78560,8407,290482,9181,31322,6429696,106113,13798
"01000111001000101001",210120,435622,46260,1620,2669,14066,18336,473579,153162,14146,76066,416,1129,117741,1086624,5774,265166,82333,3279,66973,16567,672,108352,145332,86477,32353,391791,2393734,5861,4237
"10011001101011011001",6,6,89,1575,2469,7,44,6,64,23,274,0,8,0,5094,212,169,19051,10,772,14,3,10,11472,12591,9848,28,47,1391,268003
"11000111000101100010",64378,1539071,6716,86280,19226,31685,127818,175449,30896,1508,859885,55,594998,363361,63298,106,211162,54768,154359,635,1107634,297698,32868,27771,445235,567276,255311,122702,2393723,110972
"00111111110001101101",11665,0,2037,1,0,0,0,11,1,0,10258197,0,67,0,0,0,146363,9,3,37816,0,0,0,109,1742,18,0,12,12,128
"00011011100111111100",19780,1931448,38862,13328,49987,1047492,1347,172139,368,201500,164873,3495,210559,8604,152201,923022,11629,8710108,879967,38438,25237,180279,53665,52822,62172,23558,10242,80401,95105,289939
"00011010101011010010",17869,71958,28239,7322,682678,72555,923505,79066,38409,63894,1211197,17750,470281,606,1366255,3964,41946,1591434,709612,42521,1654871,3130484,11306,11809,9166,3543,5879,74823,79549,104567
"01001010011100101000",914976,647138,4018,20351,6334,205037,127490,3069860,1075,113023,273821,874,22100,39622,553302,737606,31702,421205,1090,24891,10360,27599,7863,554443,118524,562099,7998289,25810,170820,263522
"00110100000001110100",766,0,3826,0,0,0,0,0,3,0,158543,0,242,0,2,0,1945667,6,9,34427,0,0,0,16566,1974,31,3,1,82,1983
"00001111100101011000",125,22,2,812,52,1520,28,10,0,106,15351,0,3,19,36,27,18122,158903,8,43,3,206,1,90943,8781,49278,622,10,21111,369962
"11110111100011000011",18,2,170,523,156,6,28,15,768,0,12862,0,7,0,37,1,5297,13266,41,18,4426,44,22,10683,33054,206032,1,251,214,90924
"00111011000101010100",9,0,9,0,0,0,0,0,0,0,4190,0,0,0,0,0,15089,0,0,31,0,0,0,51271,474,42,0,0,7,6460
"00111101010011110010",2364,73217,20862,378694,294223,3245,354,38332,12009,645184,845662,848421,28762,1722,134753,40561,47664,175264,863984,622950,3052,338026,951903,40,49081,564162,111,12324,243668,46898561
"10101001010101101101",708,0,20899,15,0,0,1,2,0,0,99894,0,813,0,1,0,90136,0,1,28568,0,0,0,767,126602,67,72,0,862,5285
"01101001001100010111",6,0,14,0,0,0,0,0,0,0,862,0,0,0,0,0,11861,0,0,210,0,0,0,612946,4126,1,1,0,3,2370
"01111111001111111001",220665,152968,264952,75328,2529,160587,129,77173,9931,467687,25837,523,288,27254,11432061,90191,4497045,53102,32053,1645497,865,30340,11134,3425,289535,31308,241,114898,247579,991637
"00001100110010100001",44108,2169913,20979,19357,2219162,14633,2316,100534,156613,55931108,212734,834897,61374,2026,65424,7526376,11669,865028,291143,31638,13869,1658,366255,110765,61231,29590,954,1812599,742,484026
"00010001110000000100",464,12,22,105,4886,1,27,7,10,1,700,5,8,0,1,198,7,269987,5,34,24,1,248,1982029,4309,1825416,443,11,3,65242
"01111100100000011101",9180,0,11362,0,1,0,1,1,1563,0,416381,0,651,0,11,1,1049122,0,19,132940,0,0,0,205277,555,0,0,1,7,161
"10110111100001010011",2,0,45,707,114,4,87,0,271,1,32369,0,9,0,26,0,6786,23684,48,144,544,245,11,3395,61138,217446,5,216,5159,107918
"01100110111000101101",17053,0,3440,0,0,0,6,22,4,0,1503287,0,30,0,2,0,693028,6,1,9106,0,0,0,78490,6247,3,14,15,4,6
"10111010001011010101",572,0,1386795,0,0,0,1,0,160,0,68959,0,633,0,204,0,233738,0,4,133368,0,0,0,7141,8174,0,1,1,96,335
"01110111110001110100",9628,0,2254,0,0,0,0,7,4,0,5816364,0,770,0,2,0,574820,12,56,400,0,0,0,2198,457,2,0,9,125,74
"00011100000110000001",2962345,5459267,217659,1461,4097162,10127,440,3090,585634,8543957,1896,31210,2599,448375,179519,289440,261975,35716,11943,528220,14300,10980,104796,3316351,69006,100369,4754,43419,142,2014747
"01011000010011100001",150609,6817701,77446,11156,117472,279,2272,713312,269793,314286,78240,44228,127589,545,3011340,3117867,121461,994938,53028,45040,26909,8583,1951383,72669,38177,682027,83,596383,2303,4407320
"00010000110100101000",166442,1344191,883,3934,145547,10862,251411,1876094,400,112025,34885,16096,34468,99476,9123,38606318,16123,11397883,2001,9969,62694,16207,281082,932627,51374,9494139,828768,323895,3646,410729
"10100101000101011000",4,2,55,1099,11,24,19,2,0,4,171,0,1,64,27,10,35620,3666,1,327,0,540,51,27998,271066,1245191,2080,4,106228,5004230
"11011111110110101010",158562,2321377,1003,130504,730149,1632777,23017,4001038,43359,117792,3530550,2791,409634,1524115,77069,555294,1216,186429,159825,3496,6753960,13739,5343,7901,32936,143317,14038,105378,69104,311461
"10011011110010011000",3,4,15,30,368,338,43,44,21,46,13410,1,47,2,333,1258,10,171166,3,31,317,34,7,33440,1572,47658,89,46,955,595245
"10000110010110101100",29119,1663985,52946,5390,14583,21330,5734,151257,575,2130059,47445,17928,26284,6136,11623,1072222,10566,2755758,3280,41393,4500,55926,3451243,1771658,1261707,5027983,1330981,315071,7404,284155
"11101100110011111101",101,0,12019,1,0,0,0,9,31,0,1717782,0,9545,0,34,6,584579,1,114,11994,0,0,0,2895,10943,0,0,6,604,1688
"01100010000101101010",4409,58386,10788,12076,135,63882,501109,3670014,307,539,1039052,5693,83073,37144,24619,12855,7896366,1111453,8140,12043,69969,5595982,177512,60004,868773,5516680,2782391,29440,1686794,1114755
"10110011100101001110",1,0,1,0,0,0,0,0,0,0,22736,0,0,0,0,0,2262,1,0,3,0,0,0,11560,1872,463,8,0,5,241
"01111001010000001011",37,1,21,1297,122,3,15,29,245,0,8461,25,1,5,44,160,809,2855,1,3613,8,2,32,15511,14075,3022904,182,1,92,6726891
"00100111101110000001",501,0,510,636,179,162,3,1,2,273,72,0,0,0,9,6,8065,16478,2,88,3,2,1,703810,136960,124629,108,20,16,40999
"01001110111000100010",465674,321878,524,109965,550900,87887,410376,879619,93164,73475,33846721,28250,350363,4367,77241,23232,3753,374951,369737,5963,1010107,21852,7781,28616,23548,25888,133204,174742,80646,21334
"11101110011100100001",782511,136550,149514,283358,28396,77237,6725,21960,198481,419431,162674,2202,9493,17258,355157,63119,41541,4643,6457,98644,18325,25272,2836,65281,3658825,170371,40313,258924,439003,225423
"00011011001001101100",169463,4085343,41759,27897,62913,3062,5688,453352,1736,1756,288918,146,20077,3296,145213,8279,1159,755009,9160,629260,66989,50347,239027,3767,54948,361891,3408075,101170,47395,30616
"10000010111101101100",87151,734655,14979,506353,17354,21490,3881960,1324820,37,28559,168935,204,217721,346,14074,272425,4964,8434390,5484,8622,30308,203015,69674,155189,2500276,2143814,5906152,1054002,364673,9737
